epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,1949.78,0.64172,0.39358,0.79017,0.93935,0.94091,0.96341,0.80541,0.56306,0.34396,0.78238,0.00067723,0.00067723,0.00067723
28,2017.64,0.62077,0.38255,0.78557,0.94291,0.9402,0.96694,0.81057,0.54971,0.33294,0.78041,0.00063299,0.00063299,0.00063299
29,2086.4,0.62801,0.37447,0.78681,0.93909,0.93487,0.96019,0.80019,0.56142,0.33955,0.78149,0.0005891,0.0005891,0.0005891
30,2155.82,0.61848,0.36738,0.78768,0.94835,0.93404,0.96409,0.80695,0.54652,0.32943,0.78063,0.000545733,0.000545733,0.000545733
31,2224.08,0.60333,0.36035,0.78417,0.94518,0.94036,0.96616,0.81076,0.54165,0.32766,0.77965,0.00050306,0.00050306,0.00050306
32,2293.21,0.6063,0.35973,0.78648,0.94944,0.93528,0.96397,0.81023,0.53362,0.31663,0.77977,0.00046125,0.00046125,0.00046125
33,2360.78,0.59697,0.3543,0.78902,0.9457,0.94833,0.96828,0.81292,0.53336,0.31512,0.78016,0.000420468,0.000420468,0.000420468
34,2429.28,0.59188,0.34617,0.78311,0.95944,0.93504,0.9678,0.81704,0.53253,0.30816,0.78015,0.000380874,0.000380874,0.000380874
35,2498.18,0.59932,0.34923,0.78192,0.9548,0.94129,0.97032,0.81177,0.5412,0.31337,0.77892,0.000342625,0.000342625,0.000342625
36,2566.71,0.59207,0.34348,0.77825,0.95868,0.93956,0.96833,0.81759,0.52652,0.30368,0.77839,0.000305872,0.000305872,0.000305872
37,2634.85,0.58708,0.33748,0.78465,0.96408,0.93866,0.96876,0.81514,0.52674,0.30131,0.77901,0.00027076,0.00027076,0.00027076
38,2703.67,0.57885,0.32889,0.7863,0.95956,0.94389,0.97152,0.8191,0.52358,0.29832,0.77814,0.000237427,0.000237427,0.000237427
39,2771.88,0.58547,0.33286,0.78123,0.9631,0.94678,0.97223,0.81943,0.52708,0.29976,0.77857,0.000206005,0.000206005,0.000206005
40,2840.6,0.57465,0.32655,0.78444,0.95553,0.95363,0.97341,0.81754,0.52739,0.29685,0.77867,0.000176619,0.000176619,0.000176619
41,2917.55,0.56434,0.31633,0.78316,0.96412,0.94552,0.97052,0.81889,0.52529,0.29769,0.77889,0.000149383,0.000149383,0.000149383
42,2985.44,0.55977,0.31516,0.78025,0.96401,0.94066,0.97047,0.81783,0.52358,0.29393,0.77827,0.000124405,0.000124405,0.000124405
43,3052.97,0.54495,0.30669,0.77603,0.95266,0.94982,0.96906,0.81952,0.51994,0.29343,0.77805,0.000101785,0.000101785,0.000101785
44,3120.63,0.54818,0.30142,0.77625,0.95982,0.94982,0.96949,0.82146,0.51731,0.2897,0.77763,8.16111e-05,8.16111e-05,8.16111e-05
45,3188.34,0.53674,0.29709,0.77916,0.95305,0.95048,0.97129,0.82218,0.51658,0.28808,0.77783,6.3963e-05,6.3963e-05,6.3963e-05
46,3255.85,0.54036,0.30154,0.78064,0.95859,0.94977,0.97136,0.82288,0.51751,0.28988,0.7776,4.89104e-05,4.89104e-05,4.89104e-05
47,3322.2,0.54597,0.29831,0.78004,0.9558,0.95099,0.97128,0.82387,0.51585,0.28703,0.77758,3.65129e-05,3.65129e-05,3.65129e-05
48,3390.35,0.53618,0.29221,0.78156,0.95629,0.9533,0.97186,0.82391,0.51452,0.28642,0.77777,2.68192e-05,2.68192e-05,2.68192e-05
49,3460.08,0.53608,0.29362,0.77983,0.95675,0.9541,0.97152,0.82286,0.51504,0.28601,0.77778,1.98677e-05,1.98677e-05,1.98677e-05
50,3537.85,0.54232,0.29277,0.78032,0.95585,0.95249,0.9714,0.82255,0.51482,0.28654,0.77761,1.56858e-05,1.56858e-05,1.56858e-05
